time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-05-08T15:25:40.910Z,32.351,-115.248,6.014,3.51,mc,0,214.7,,0.197,ci,ci1028750,2016-02-04T03:43:22.690Z,"5km W of Delta, B.C., MX",earthquake,,,,43,reviewed,ci,ci
1989-05-07T06:07:47.590Z,33.934,-117.912,3.973,3.66,ml,0,45.8,,0.173,ci,ci1028638,2016-02-03T22:29:34.730Z,"2km NNW of Brea, CA",earthquake,,0.006,,10,reviewed,ci,ci
1989-05-05T14:11:55.160Z,32.946,-117.74,5.804,3.57,ml,0,155.8,,0.272,ci,ci1028486,2016-02-03T20:30:38.320Z,"43km WSW of Encinitas, CA",earthquake,,,,8,reviewed,ci,ci
1989-05-01T18:35:10.160Z,37.6076667,-113.9688333,11.37,3.92,md,6,205,,0.13,uu,uu50042300,2018-08-28T03:50:52.620Z,"Utah",earthquake,9.33,2.24,,5,reviewed,uu,uu
1989-04-27T16:47:51.330Z,36.088,-89.775,11.7,4.3,md,,,,,nm,nm603471,2018-06-04T20:43:45.000Z,"4km E of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1989-04-20T12:45:52.770Z,38.494,-117.806,4,4.3,mb,,,,0.7,us,usp0003u61,2014-11-07T00:44:00.877Z,"Nevada",earthquake,,1.1,,4,reviewed,us,us
1989-04-19T22:39:28.700Z,37.257,-115.096,3.2,3.5,ml,,,,0.3,us,usp0003u55,2014-11-07T00:44:00.777Z,"Nevada",earthquake,,1.1,,,reviewed,us,us
1989-04-18T10:45:47.660Z,34.669,-110.925,5,3.5,ml,,,,0.8,us,usp0003u3c,2014-11-07T00:44:00.587Z,"Arizona",earthquake,,,,,reviewed,us,us
1989-04-12T06:39:37.710Z,37.7925,-121.7341667,15.873,3.5,ml,71,69,0.05856,0.09,nc,nc10089530,2016-12-09T00:18:01.900Z,"San Francisco Bay area, California",earthquake,0.19,0.25,,5,reviewed,nc,nc
1989-04-10T18:12:16.000Z,37.136,-82.068,0,4.3,mb,,,,,us,usp0003tu6,2014-11-07T00:43:59.409Z,"West Virginia",earthquake,,,,1,reviewed,bla,us
1989-04-07T20:07:30.300Z,33.619,-117.902,12.599,4.8,ml,0,79.5,,0.241,ci,ci657729,2018-06-04T20:43:45.000Z,"2km E of Newport Beach, CA",earthquake,,0.044,,10,reviewed,ci,ci
1989-04-07T08:26:48.910Z,47.716,-105.602,5,3.9,ml,,,,0.9,us,usp0003tpm,2014-11-07T00:43:57.966Z,"eastern Montana",earthquake,,,,,reviewed,us,but
1989-04-06T02:35:51.310Z,44.511,-71.144,5,3.5,mblg,,,,0.6,us,usp0003tn5,2014-11-07T00:43:56.553Z,"New Hampshire",earthquake,,,,,reviewed,us,wes
1989-04-03T17:46:34.230Z,37.4318333,-121.7713333,11.317,4.5,ml,91,18,0.02973,0.08,nc,nc10089455,2018-06-04T20:43:45.000Z,"San Francisco Bay area, California",earthquake,0.13,0.38,,7,reviewed,nc,nc
1989-03-29T09:29:49.530Z,34.914,-118.992,13.091,4.31,ml,0,33.3,,0.155,ci,ci1025141,2016-02-03T20:30:06.370Z,"6km WSW of Grapevine, CA",earthquake,,0.02,,10,reviewed,ci,ci
1989-03-26T18:03:36.090Z,38.7996667,-122.7716667,2.376,3.6,ml,42,31,0.06757,0.05,nc,nc133517,2016-12-08T23:25:16.820Z,"Northern California",earthquake,0.14,0.58,,6,reviewed,nc,nc
1989-03-24T23:16:49.320Z,33.184,-115.585,0.807,3.57,ml,0,37.8,,0.155,ci,ci657094,2016-02-04T00:24:05.080Z,"9km SW of Niland, CA",earthquake,,0.08,,7,reviewed,ci,ci
1989-03-21T12:04:51.560Z,33.99,-119.11,2.78,3.87,ml,0,100.6,,0.166,ci,ci1024420,2016-02-03T21:08:38.020Z,"19km SSE of Port Hueneme, CA",earthquake,,0.057,,8,reviewed,ci,ci
1989-03-21T01:02:56.260Z,32.541,-115.261,5.997,3.51,mc,0,98.1,,0.349,ci,ci1024353,2016-02-04T05:38:20.390Z,"9km ESE of Puebla, B.C., MX",earthquake,,,,39,reviewed,ci,ci
1989-03-18T11:20:37.490Z,25.018,-113.192,10,4,mb,,,,1.4,us,usp0003t10,2014-11-07T00:43:49.797Z,"off the coast of Baja California Sur, Mexico",earthquake,,,,3,reviewed,us,us
1989-03-15T23:34:11.020Z,38.4068333,-119.3888333,6.848,3.7,ml,119,90,0.2099,0.15,nc,nc132881,2016-12-08T22:53:35.830Z,"Central California",earthquake,0.15,0.49,,4,reviewed,nc,nc
1989-03-11T08:31:52.100Z,47.7,-69.9,18,4.4,mblg,,,,,us,usp0003suj,2014-11-07T00:43:48.577Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
1989-03-09T14:49:08.000Z,37.143,-116.067,0,3.7,ml,,,,,us,usp0003ssh,2014-11-07T00:43:48.173Z,"Nevada",earthquake,,,,,reviewed,spe,brk
1989-03-09T14:05:00.420Z,37.1428333,-116.0668333,0.01,4.69,ml,37,294,,0.24,ci,ci1023222,2016-04-02T05:44:53.812Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.137,11,reviewed,ci,ci
1989-03-09T09:41:32.400Z,47.7,-69.89,18,3.9,mb,,,,,us,usp0003ssa,2014-11-07T00:43:48.141Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,1,reviewed,ott,us
1989-03-07T07:43:44.120Z,33.182,-115.594,0.617,3.97,ml,0,37.6,,0.191,ci,ci1022992,2016-02-03T23:07:31.190Z,"10km SW of Niland, CA",earthquake,,0.06,,11,reviewed,ci,ci
1989-03-07T01:47:27.600Z,33.178,-115.615,1.667,3.66,mc,0,37,,0.158,ci,ci1022975,2016-02-04T00:23:45.070Z,"11km WNW of Calipatria, CA",earthquake,,0.036,,64,reviewed,ci,ci
1989-03-07T00:24:58.150Z,33.181,-115.611,2.897,3.74,ml,0,37.3,,0.157,ci,ci1022967,2016-02-03T21:08:23.890Z,"11km SW of Niland, CA",earthquake,,0.016,,11,reviewed,ci,ci
1989-03-06T22:58:32.520Z,33.181,-115.596,1.362,3.6,ml,0,37.5,,0.237,ci,ci655773,2016-02-04T02:24:07.440Z,"10km SW of Niland, CA",earthquake,,0.16,,10,reviewed,ci,ci
1989-03-06T22:57:34.280Z,33.205,-115.6,1.055,3.5,mc,0,50.3,,0.2,ci,ci1022957,2016-02-04T02:24:06.890Z,"8km WSW of Niland, CA",earthquake,,,,20,reviewed,ci,ci
1989-03-06T22:45:55.010Z,33.171,-115.624,3.049,3.66,mc,0,58.1,,0.153,ci,ci1022954,2016-02-03T22:28:36.300Z,"11km WNW of Calipatria, CA",earthquake,,0.049,,75,reviewed,ci,ci
1989-03-06T22:20:38.620Z,33.175,-115.62,0.946,3.82,mc,0,100.3,,0.122,ci,ci1022951,2016-02-03T22:28:35.780Z,"11km WNW of Calipatria, CA",earthquake,,0.082,,5,reviewed,ci,ci
1989-03-06T22:16:47.630Z,33.181,-115.599,1.117,4.58,ml,0,52.2,,0.216,ci,ci1022950,2016-02-04T01:45:20.060Z,"10km SW of Niland, CA",earthquake,,0.116,,14,reviewed,ci,ci
1989-03-06T03:09:53.910Z,48.4298333,-122.2318333,-0.821,4.2,md,29,55,,0.23,uw,uw10239508,2016-07-24T20:54:31.020Z,"Washington",earthquake,0.526,0.98,0.05,21,reviewed,uw,uw
1989-03-05T09:17:56.080Z,35.967,-112.279,5,3.9,ml,,,,0.7,us,usp0003smc,2014-11-07T00:43:46.489Z,"Arizona",earthquake,,,,,reviewed,us,us
1989-03-05T06:42:00.660Z,47.8128333,-123.3568333,45.287,4.5,md,38,53,,0.32,uw,uw10239378,2018-06-04T20:43:45.000Z,"Olympic Peninsula, Washington",earthquake,0.992,1.91,0.01,13,reviewed,uw,uw
1989-03-05T00:40:30.840Z,35.952,-112.257,5,4,ml,,,,0.7,us,usp0003sky,2014-11-07T00:43:46.384Z,"Arizona",earthquake,,,,,reviewed,us,us
1989-03-03T16:46:16.590Z,35.266,-118.594,5.606,3.88,ml,0,61.1,,0.092,ci,ci1022597,2016-02-04T04:20:48.310Z,"20km NW of Tehachapi, CA",earthquake,,0.117,,8,reviewed,ci,ci
1989-02-28T17:31:50.840Z,33.643,-87.092,0,3.5,mblg,,,,1,us,usp0003sej,2016-04-14T19:21:36.530Z,"10km SSW of Rock Creek, Alabama",explosion,,,,,reviewed,us,us
1989-02-27T19:03:09.110Z,37.6058333,-118.8758333,2.825,3.5,ml,46,79,0.02973,0.05,nc,nc10089289,2016-12-08T22:03:55.430Z,"Long Valley area, California",earthquake,0.17,0.28,,4,reviewed,nc,nc
1989-02-27T15:13:07.750Z,38.8326667,-111.614,22.26,4.12,ml,13,53,0.02028,0.19,uu,uu50041305,2018-08-28T03:48:49.800Z,"Utah",earthquake,0.59,0.8,,2,reviewed,uu,uu
1989-02-25T01:00:19.020Z,33.931,-118.625,10.344,3.79,ml,0,47.4,,0.164,ci,ci655118,2016-02-03T21:48:22.710Z,"12km S of Las Flores, CA",earthquake,,0.244,,9,reviewed,ci,ci
1989-02-24T16:15:00.820Z,37.1285,-116.1218333,0.01,4.21,ml,33,257,,1.13,ci,ci1021903,2016-04-01T20:00:15.518Z,"61km ENE of Beatty, NV",nuclear explosion,99,31.61,0.177,10,reviewed,ci,ci
1989-02-22T09:49:44.610Z,39.23,-117.338,0,3.5,md,,,,,us,usp0003s6d,2014-11-07T00:43:37.870Z,"Nevada",earthquake,,,,,reviewed,ren,ren
1989-02-18T07:17:04.850Z,34.006,-117.738,2.667,4.05,ml,0,22.4,,0.183,ci,ci1021313,2016-02-04T05:37:48.230Z,"2km NE of Chino Hills, CA",earthquake,,0.009,,10,reviewed,ci,ci
1989-02-15T13:50:41.480Z,33.023,-115.834,1.807,3.72,ml,0,28.1,,0.166,ci,ci1021076,2016-02-03T23:07:07.320Z,"20km W of Westmorland, CA",earthquake,,0.019,,10,reviewed,ci,ci
1989-02-15T05:31:35.860Z,39.304,-117.34,5,3.6,md,,,,0.4,us,usp0003rxt,2014-11-07T00:43:36.503Z,"Nevada",earthquake,,,,,reviewed,us,ren
1989-02-14T21:41:10.550Z,48.427,-122.2271667,-0.841,4,md,27,56,,0.22,uw,uw10240538,2016-07-24T20:53:01.270Z,"Washington",earthquake,0.042,0.07,0.05,19,reviewed,uw,uw
1989-02-14T15:43:54.650Z,35.043,-119.156,12.894,4.1,ml,0,46.1,,0.166,ci,ci1020974,2016-02-04T04:58:48.140Z,"22km N of Pine Mountain Club, CA",earthquake,,0.04,,9,reviewed,ci,ci
1989-02-13T08:01:41.460Z,37.835,-122.603,1.832,3.6,ml,61,85,0,0.08,nc,nc131270,2016-12-08T21:20:38.930Z,"offshore Northern California",earthquake,0.17,0.52,,4,reviewed,nc,nc
1989-02-10T20:06:00.190Z,37.0768333,-116.0006667,0.01,4.91,ml,86,256,,0.31,ci,ci1020706,2016-04-01T23:14:42.117Z,"70km ENE of Beatty, NV",nuclear explosion,99,31.61,0.232,12,reviewed,ci,ci
1989-02-10T03:56:19.950Z,33.007,-117.858,5.663,3.55,ml,0,149.6,,0.362,ci,ci1020661,2016-02-03T23:07:03.370Z,"50km ENE of San Clemente Is. (SE tip), CA",earthquake,,,,11,reviewed,ci,ci
1989-02-09T05:15:45.800Z,42.685,-101.898,5,3.8,mblg,,,,0.9,us,usp0003rpj,2014-11-07T00:43:34.999Z,"Nebraska",earthquake,,,,,reviewed,us,us
1989-02-08T17:07:13.310Z,40.4491667,-124.932,4.32,4,ml,83,244,0.455,4.73,nc,nc131087,2016-12-08T21:07:04.772Z,"offshore Northern California",earthquake,14.32,40.4,,3,reviewed,nc,nc
1989-02-02T04:51:54.480Z,33.942,-118.856,7.946,3.97,ml,0,56.7,,0.12,ci,ci1020059,2016-02-03T19:49:16.330Z,"8km SSW of Malibu, CA",earthquake,,0.043,,10,reviewed,ci,ci
1989-01-31T00:38:33.060Z,35.098,-119.088,27.694,3.73,ml,0,49.7,,0.2,ci,ci1019808,2016-02-04T00:23:11.720Z,"22km NW of Grapevine, CA",earthquake,,0.084,,11,reviewed,ci,ci
1989-01-30T11:47:30.900Z,45.928,-111.568,0.3,3.8,md,,,,,us,usp0003rcm,2014-11-07T00:43:30.199Z,"western Montana",earthquake,,,,,reviewed,but,but
1989-01-30T04:06:23.000Z,38.8306667,-111.62,18.96,5.15,md,32,91,0.3517,0.34,uu,uu50040800,2018-08-28T03:47:45.580Z,"Utah",earthquake,0.9,0.69,,22,reviewed,uu,uu
1989-01-30T04:06:22.780Z,38.824,-111.614,24,5.3,mw,,,,,us,usp0003rc9,2018-06-04T20:43:45.000Z,"Utah",earthquake,,,,,reviewed,slc,hrv
1989-01-25T09:30:56.930Z,38.459,-118.328,6.9,3.5,md,,,,,us,usp0003r7c,2014-11-07T00:43:28.936Z,"Nevada",earthquake,,,,,reviewed,ren,ren
1989-01-24T16:16:33.280Z,44.775,-114.018,5,3.5,ml,,,,0.7,us,usp0003r6d,2014-11-07T00:43:28.787Z,"southern Idaho",earthquake,,,,,reviewed,us,but
1989-01-24T07:21:24.560Z,40.3003333,-123.5198333,36.229,3.6,ml,87,96,0.3874,0.14,nc,nc130401,2016-12-08T20:24:10.810Z,"Northern California",earthquake,0.21,1.16,,4,reviewed,nc,nc
1989-01-23T17:34:41.290Z,26.864,-110.064,10,3.9,mb,,,,1,us,usp0003r5g,2014-11-07T00:43:28.701Z,"Gulf of California",earthquake,,,,1,reviewed,us,us
1989-01-22T19:15:22.380Z,26.083,-110.349,10,4.4,mb,,,,1.5,us,usp0003r40,2014-11-07T00:43:28.504Z,"Gulf of California",earthquake,,,,2,reviewed,us,us
1989-01-21T02:26:19.650Z,35.125,-118.659,10.201,3.57,ml,0,60.1,,0.2,ci,ci1018896,2016-02-04T02:23:12.670Z,"18km ESE of Arvin, CA",earthquake,,0.053,,12,reviewed,ci,ci
1989-01-19T22:01:57.940Z,33.919,-118.636,11.724,3.93,ml,0,47.7,,0.16,ci,ci1018717,2016-02-04T02:23:09.020Z,"13km S of Las Flores, CA",earthquake,,0.143,,10,reviewed,ci,ci
1989-01-19T21:36:38.400Z,48.071,-70.96,30,3.9,mblg,,,,,us,usp0003r0n,2014-11-07T00:43:27.960Z,"Saguenay Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,us
1989-01-19T06:53:28.840Z,33.919,-118.627,11.634,4.96,ml,0,47.5,,0.174,ci,ci1018595,2018-06-04T20:43:45.000Z,"13km S of Las Flores, CA",earthquake,,0.133,,13,reviewed,ci,ci
1989-01-17T05:05:14.040Z,41.0565,-124.08,18.306,3.7,ml,30,183,0.1108,0.15,nc,nc130036,2016-12-08T20:02:11.330Z,"Northern California",earthquake,0.7,0.33,,2,reviewed,nc,nc
1989-01-15T15:39:55.150Z,32.948,-117.736,5.804,4.29,ml,0,155.3,,0.299,ci,ci1018298,2018-06-04T20:43:45.000Z,"43km WSW of Encinitas, CA",earthquake,,,,12,reviewed,ci,ci
1989-01-09T23:01:18.070Z,34.513,-120.702,5.445,4.05,ml,0,204.9,,0.198,ci,ci1017510,2016-02-03T20:28:38.640Z,"26km WSW of Lompoc, CA",earthquake,,,,12,reviewed,ci,ci
1989-01-09T08:03:25.850Z,37.5501667,-118.7771667,7.039,3.5,ml,45,103,0.05586,0.05,nc,nc129712,2016-12-08T19:36:43.700Z,"Central California",earthquake,0.19,0.49,,2,reviewed,nc,nc
1989-01-09T05:08:21.150Z,36.318,-115.107,6.9,3.6,md,,,,0.5,us,usp0003qp7,2014-11-07T00:43:25.070Z,"Las Vegas urban area, Nevada",earthquake,,1.1,,,reviewed,us,ren
1989-01-07T10:34:02.380Z,38.7886667,-122.77,0.284,3.6,ml,45,39,0.02703,0.06,nc,nc129653,2016-12-08T19:31:31.110Z,"Northern California",earthquake,0.12,0.38,,4,reviewed,nc,nc
1989-01-01T18:28:07.300Z,28.605,-114.457,5,3.7,mb,,,,1.6,us,usp0003qdr,2014-11-07T00:43:22.259Z,"offshore Baja California, Mexico",earthquake,,,,1,reviewed,us,us
1989-01-01T17:55:53.600Z,49.264,-67.357,18,4,mblg,,,,,us,usp0003qdq,2014-11-07T00:43:22.251Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
1988-12-30T23:54:24.000Z,37.2863333,-121.6613333,7.083,4.3,ml,100,44,0.02973,0.05,nc,nc129428,2016-12-08T15:52:05.690Z,"Northern California",earthquake,0.11,0.28,,6,reviewed,nc,nc
1988-12-29T18:18:57.020Z,36.8728333,-112.9633333,7.97,3.62,md,10,216,0.8054,0.29,uu,uu50040555,2018-08-28T03:47:16.350Z,"Arizona",earthquake,1.63,1.2,,4,reviewed,uu,uu
1988-12-28T06:28:44.420Z,44.514,-69.342,10,3.5,mblg,,,,0.4,us,usp0003q8z,2014-11-07T00:43:19.466Z,"Maine",earthquake,,,,,reviewed,us,us
1988-12-16T05:53:04.100Z,33.979,-116.681,6.894,5.03,ml,0,24.5,,0.109,ci,ci651401,2018-06-04T20:43:45.000Z,"12km SW of Morongo Valley, CA",earthquake,,0.02,,13,reviewed,ci,ci
1988-12-16T01:50:27.720Z,36.8211667,-121.2898333,6.701,3.8,ml,89,39,0.008108,0.04,nc,nc128720,2016-12-08T15:03:59.670Z,"Central California",earthquake,0.11,0.22,,4,reviewed,nc,nc
1988-12-10T20:30:00.290Z,37.199,-116.2093333,0.01,4.62,ml,48,258,,0.36,ci,ci1015044,2016-04-02T12:12:58.661Z,"58km NE of Beatty, NV",nuclear explosion,99,31.61,0.322,12,reviewed,ci,ci
1988-12-07T03:02:58.830Z,40.3196667,-124.6501667,13.508,3.9,ml,58,234,0.2856,0.07,nc,nc10088327,2016-12-08T14:34:54.770Z,"offshore Northern California",earthquake,0.52,0.6,,5,reviewed,nc,nc
1988-12-04T06:02:21.950Z,43.473,-110.317,5,3.6,ml,,,,0.7,us,usp0003pgn,2014-11-07T00:43:14.800Z,"Wyoming",earthquake,,,,,reviewed,us,but
1988-12-04T02:23:58.230Z,44.291,-114.305,5,3.8,ml,,,,0.5,us,usp0003pgh,2014-11-07T00:43:14.687Z,"southern Idaho",earthquake,,,,,reviewed,us,but
1988-12-03T11:38:26.450Z,34.151,-118.13,13.719,5.02,ml,0,21.2,,0.318,ci,ci650799,2018-06-04T20:43:45.000Z,"1km SSE of Pasadena, CA",earthquake,,0.091,,11,reviewed,ci,ci
1988-11-26T03:38:08.200Z,48.145,-71.307,26,4.1,mblg,,,,,us,usp0003p6y,2014-11-07T00:43:09.708Z,"Saguenay Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,us
1988-11-25T23:46:04.500Z,48.117,-71.183,28.9,5.9,mw,,,,,us,usp0003p6p,2018-03-12T17:53:26.601Z,"Saguenay Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,hrv
1988-11-23T09:11:27.300Z,48.134,-71.203,28.4,4.3,mb,,,,,us,usp0003p46,2014-11-07T00:43:08.583Z,"Saguenay Valley region, Quebec, Canada",earthquake,,,,6,reviewed,ott,us
1988-11-22T07:57:39.250Z,37.401,-118.5601667,6.628,4.4,ml,43,67,0.04775,0.05,nc,nc127400,2016-12-08T13:50:52.160Z,"Central California",earthquake,0.21,0.63,,7,reviewed,nc,nc
1988-11-20T05:39:28.670Z,33.507,-118.071,5.79,4.83,ml,0,84.1,,0.29,ci,ci1013254,2018-06-04T20:43:45.000Z,"18km SW of Newport Beach, CA",earthquake,,,,8,reviewed,ci,ci
1988-11-19T20:00:53.660Z,41.993,-111.523,4.99,4.23,ml,11,227,0.2293,0.13,uu,uu50039310,2018-08-28T03:44:42.220Z,"Utah",earthquake,1.49,1.8,,2,reviewed,uu,uu
1988-11-19T19:46:16.350Z,42.0138333,-111.464,0.13,3.75,md,30,96,0.1801,0.2,uu,uu50039305,2018-08-28T03:44:41.470Z,"southern Idaho",earthquake,0.63,1.21,,18,reviewed,uu,uu
1988-11-19T19:42:37.360Z,41.9978333,-111.4743333,3.1,4.33,md,21,164,0.1834,0.16,uu,uu50039300,2018-08-28T03:44:40.750Z,"Utah",earthquake,0.57,1.98,,17,reviewed,uu,uu
1988-11-17T20:35:56.990Z,31.867,-115.814,5.455,3.7,mc,0,252.2,,0.275,ci,ci1013170,2016-02-03T20:27:51.120Z,"73km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,8,reviewed,ci,ci
1988-11-14T19:21:47.340Z,37.3795,-122.2635,9.81,3.6,ml,79,77,0.05856,0.06,nc,nc10088173,2016-12-08T13:04:37.670Z,"Northern California",earthquake,0.13,0.31,,6,reviewed,nc,nc
1988-11-14T06:15:43.160Z,44.424,-70.386,5,3.8,mb,,,,0.4,us,usp0003nur,2014-11-07T00:43:06.258Z,"Maine",earthquake,,,,1,reviewed,us,us
1988-11-13T11:53:25.030Z,42.636,-110.974,5,4,ml,,,,0.5,us,usp0003nuc,2014-11-07T00:43:06.096Z,"Wyoming",earthquake,,,,,reviewed,us,us
1988-11-10T05:08:02.840Z,37.3746667,-121.7301667,8.387,4.8,ml,99,30,0.02703,0.06,nc,nc10088153,2018-06-04T20:43:45.000Z,"San Francisco Bay area, California",earthquake,0.11,0.34,,6,reviewed,nc,nc
1988-11-09T20:14:59.960Z,36.962,-115.992,0,3.82,ml,0,232.5,,0.211,ci,ci649370,2016-02-04T05:36:16.610Z,"68km E of Beatty, NV",nuclear explosion,,,,10,reviewed,ci,ci
1988-11-08T04:34:32.990Z,32.876,-115.666,14.019,3.56,mc,0,78.7,,0.18,ci,ci1012740,2016-02-04T01:43:37.200Z,"10km WNW of Imperial, CA",earthquake,,0.085,,48,reviewed,ci,ci
1988-11-05T23:50:32.060Z,34.041,-117.188,13.401,3.69,ml,0,25.7,,0.15,ci,ci1012698,2016-02-04T03:40:21.870Z,"2km SSW of Redlands, CA",earthquake,,0.041,,6,reviewed,ci,ci
1988-11-02T12:50:38.580Z,40.3735,-124.4336667,16.67,3.8,ml,29,223,0.1261,0.06,nc,nc10088137,2016-12-08T12:23:52.590Z,"offshore Northern California",earthquake,0.65,0.3,,8,reviewed,nc,nc
1988-10-30T20:02:19.240Z,34.605,-120.721,10.791,3.62,ml,0,190.5,,0.179,ci,ci1012473,2016-02-04T00:21:49.100Z,"24km W of Lompoc, CA",earthquake,,1.584,,8,reviewed,ci,ci
1988-10-28T13:29:22.060Z,31.753,-116.697,5.539,3.58,mc,0,181,,0.265,ci,ci1012404,2016-02-04T04:18:53.970Z,"13km WNW of Maneadero, B.C., MX",earthquake,,,,11,reviewed,ci,ci
1988-10-27T08:02:32.890Z,38.46,-118.341,11.9,3.9,mb,,,,,us,usp0003n8u,2014-11-07T00:43:00.109Z,"Nevada",earthquake,,,,1,reviewed,ren,us
1988-10-27T03:16:32.910Z,39.029,-117.987,0,3.5,md,,,,,us,usp0003n8h,2014-11-07T00:43:00.087Z,"Nevada",earthquake,,,,,reviewed,ren,ren
1988-10-26T14:14:26.150Z,38.454,-118.358,8.2,4,ml,,,,,us,usp0003n82,2014-11-07T00:43:00.047Z,"Nevada",earthquake,,,,,reviewed,ren,brk
1988-10-25T14:43:24.360Z,38.6901667,-123.4905,7.257,3.83,md,66,197,0.1667,0.13,nc,nc10088053,2016-12-08T11:58:33.010Z,"offshore Northern California",earthquake,0.48,0.33,0.16,191,reviewed,nc,nc
1988-10-22T04:05:35.780Z,43.359,-110.358,5,3.5,ml,,,,0.7,us,usp0003n2k,2014-11-07T00:42:58.983Z,"Wyoming",earthquake,,,,,reviewed,us,us
1988-10-22T03:49:04.520Z,43.291,-110.397,5,3.6,ml,,,,1,us,usp0003n2h,2014-11-07T00:42:58.981Z,"Wyoming",earthquake,,,,,reviewed,us,us
1988-10-20T23:19:51.950Z,40.2538333,-123.5343333,26.851,3.6,ml,24,68,0.1189,0.09,nc,nc1159540,2016-12-08T11:46:53.880Z,"Northern California",earthquake,0.32,0.7,,4,reviewed,nc,nc
1988-10-20T17:32:59.940Z,38.8063333,-122.8065,1.73,3.75,md,47,37,0.009009,0.05,nc,nc10088273,2016-12-08T11:45:35.420Z,"Northern California",earthquake,0.11,0.26,0.11,108,reviewed,nc,nc
1988-10-20T13:09:50.110Z,44.539,-71.158,5,3.9,mblg,,,,0.6,us,usp0003n06,2019-03-28T19:10:49.219Z,"New Hampshire",earthquake,,,,,reviewed,us,us
1988-10-19T22:47:54.490Z,33.181,-115.604,0.504,4.18,ml,0,37.3,,0.179,ci,ci648343,2016-02-04T04:57:11.600Z,"10km SW of Niland, CA",earthquake,,0.098,,8,reviewed,ci,ci
1988-10-19T16:08:23.520Z,37.2328333,-118.4328333,13.049,4.05,md,46,174,0.07928,0.05,nc,nc10088031,2016-12-08T11:41:49.790Z,"Central California",earthquake,0.38,0.61,0.16,52,reviewed,nc,nc
1988-10-19T13:44:46.330Z,34.936,-118.762,5.068,3.94,ml,0,42.2,,0.126,ci,ci1011619,2016-02-03T22:26:37.510Z,"14km NE of Lebec, CA",earthquake,,0.081,,8,reviewed,ci,ci
1988-10-18T21:15:00.580Z,47.404,-115.85,0,3.9,ml,,,,0.7,us,usp0003mya,2014-11-07T00:42:58.556Z,"northern Idaho",explosion,,,,,reviewed,us,but
1988-10-17T09:52:59.980Z,36.7028333,-121.3368333,4.299,3.55,md,82,35,0.008108,0.05,nc,nc125597,2016-12-08T11:35:25.280Z,"Central California",earthquake,0.11,0.25,0.1,121,reviewed,nc,nc
1988-10-16T22:11:44.120Z,39.5113333,-120.6466667,0.441,3.65,md,4,338,1.837,0.3,nc,nc1159430,2016-12-08T11:34:09.818Z,"Northern California",earthquake,16.76,20.78,,1,reviewed,nc,nc
1988-10-13T16:18:07.850Z,37.089,-116.049,0,4.5,mb,,,,,us,usp0003msz,2014-11-07T00:42:57.885Z,"Nevada",earthquake,,,,3,reviewed,spe,us
1988-10-13T14:00:00.200Z,37.089,-116.0493333,0.01,5.34,ml,122,165,,0.38,ci,ci1011122,2016-04-02T18:30:37.298Z,"66km ENE of Beatty, NV",nuclear explosion,96.02,31.61,0.147,10,reviewed,ci,ci
1988-10-10T20:40:28.530Z,32.45,-118.233,5.801,3.57,ml,0,222.8,,0.503,ci,ci1010905,2016-02-03T19:47:32.910Z,"42km SSE of San Clemente Is. (SE tip), CA",earthquake,,,,5,reviewed,ci,ci
1988-10-09T14:14:30.780Z,25.574,-109.673,10,3.9,mb,,,,1,us,usp0003mny,2014-11-07T00:42:57.064Z,"Gulf of California",earthquake,,,,1,reviewed,us,us
1988-10-09T08:00:31.010Z,38.459,-118.343,9.1,3.5,md,,,,,us,usp0003mns,2014-11-07T00:42:57.017Z,"Nevada",earthquake,,,,,reviewed,ren,ren
1988-10-08T21:14:20.150Z,36.103,-117.86,4.745,3.67,ml,0,101,,0.084,ci,ci1010734,2016-02-04T00:21:23.600Z,"10km NE of Coso Junction, CA",earthquake,,0.017,,12,reviewed,ci,ci
1988-10-02T16:09:30.820Z,27.203,-110.083,10,4.4,mb,,,,1.2,us,usp0003mfb,2014-11-07T00:42:55.033Z,"Sonora, Mexico",earthquake,,,,2,reviewed,us,us
1988-09-30T00:40:03.500Z,41.5683333,-121.6173333,-1.012,3.6,ml,21,236,0.03243,0.07,nc,nc124624,2016-12-08T10:50:11.090Z,"Medicine Lake area, California",earthquake,0.65,0.26,,6,reviewed,nc,nc
1988-09-30T00:30:13.970Z,41.5718333,-121.6115,-0.032,4.3,ml,25,237,0.03604,0.2,nc,nc124620,2016-12-08T10:49:59.619Z,"Medicine Lake area, California",earthquake,1.42,0.96,,8,reviewed,nc,nc
